genes,label,Category_cl
PAK3,1,Protein Coding
PAK4,1,Protein Coding
PAK5,1,Protein Coding
PAK6,1,Protein Coding
PALB2,1,Protein Coding
PALD1,1,Protein Coding
PALLD,1,Protein Coding
PALM,1,Protein Coding
PALM2AKAP2,0,Protein Coding
PALM3,1,Protein Coding
PALMD,1,Protein Coding
PAM,1,Protein Coding
PAM16,0,Protein Coding
PAMR1,1,Protein Coding
PAN2,1,Protein Coding
PAN3,1,Protein Coding
PAN3-AS1,0,lncRNA
PANK1,0,Protein Coding
PANK2,0,Protein Coding
PANK3,0,Protein Coding
PANK4,0,Protein Coding
PANTR1,0,lncRNA
PANX1,1,Protein Coding
PANX2,1,Protein Coding
PANX3,0,Protein Coding
PAOX,1,Protein Coding
PAPLN,1,Protein Coding
PAPOLA,1,TF
PAPOLB,0,TF
PAPOLG,1,TF
PAPPA,1,Protein Coding
PAPPA2,0,Protein Coding
PAPSS1,1,Protein Coding
PAPSS2,1,Protein Coding
PAQR3,1,Protein Coding
PAQR4,1,Protein Coding
PAQR5,0,Protein Coding
PAQR6,1,Protein Coding
PAQR7,0,Protein Coding
PAQR8,1,Protein Coding
PAQR9,1,Protein Coding
PAQR9-AS1,0,lncRNA
PARD3,1,Protein Coding
PARD3B,1,Protein Coding
PARD6A,1,Protein Coding
PARD6B,1,Protein Coding
PARD6G,1,Protein Coding
PARD6G-AS1,0,lncRNA
PARG,1,Protein Coding
PARGP1,0,Pseudogene
PARK7,0,Protein Coding
PARL,1,Protein Coding
PARM1,1,Protein Coding
PARN,1,TF
PARP1,0,TF
PARP10,1,Protein Coding
PARP11,1,Protein Coding
PARP12,0,TF
PARP14,0,TF
PARP15,1,TF
PARP16,0,Protein Coding
PARP1P1,0,Pseudogene
PARP2,1,Protein Coding
PARP3,1,Protein Coding
PARP4,1,Protein Coding
PARP4P1,0,Pseudogene
PARP4P2,0,Pseudogene
PARP6,0,Protein Coding
PARP8,1,Protein Coding
PARP9,1,Protein Coding
PARPBP,1,Protein Coding
PARS2,1,Protein Coding
PART1,0,lncRNA
PARVA,1,Protein Coding
PARVB,1,Protein Coding
PARVG,1,Protein Coding
PASD1,0,Protein Coding
PASK,1,TF
PATE1,0,Protein Coding
PATE2,0,Protein Coding
PATE3,0,Protein Coding
PATJ,1,Protein Coding
PATL1,1,Protein Coding
PATL2,1,Protein Coding
PATZ1,1,TF
PAUPAR,1,lncRNA
PAWR,1,TF
PAX1,0,TF
PAX2,0,TF
PAX3,0,TF
PAX4,0,TF
PAX5,1,TF
PAX6,1,TF
PAX7,0,TF
PAX8,1,TF
PAX8-AS1,0,lncRNA
PAX9,1,TF
PAXBP1,1,Protein Coding
PAXBP1-AS1,0,lncRNA
PAXIP1,1,TF
PAXIP1-AS2,1,lncRNA
PAXX,0,Protein Coding
PBDC1,0,Protein Coding
PBK,1,Protein Coding
PBLD,1,Protein Coding
PBOV1,0,Protein Coding
PBRM1,1,TF
PBX1,1,TF
PBX2,1,TF
PBX3,1,TF
PBX4,1,TF
PBXIP1,0,TF
PC,1,Protein Coding
PCA3,1,lncRNA
PCARE,0,Protein Coding
PCAT1,1,lncRNA
PCAT14,1,lncRNA
PCAT18,1,lncRNA
PCAT19,1,lncRNA
PCAT4,0,lncRNA
PCAT5,0,lncRNA
PCAT6,1,lncRNA
PCAT7,1,lncRNA
PCBD1,1,TF
PCBD2,1,TF
PCBP1,1,TF
PCBP1-AS1,0,lncRNA
PCBP2,1,TF
PCBP2-OT1,1,lncRNA
PCBP2P1,0,Pseudogene
PCBP2P3,0,Pseudogene
PCBP3,0,Protein Coding
PCBP3-AS1,0,lncRNA
PCBP4,1,Protein Coding
PCCA,1,Protein Coding
PCCA-AS1,0,lncRNA
PCCB,0,Protein Coding
PCDH1,1,Protein Coding
PCDH10,0,Protein Coding
PCDH11X,0,Protein Coding
PCDH11Y,0,Protein Coding
PCDH12,1,Protein Coding
PCDH15,1,Protein Coding
PCDH17,1,Protein Coding
PCDH18,1,Protein Coding
PCDH19,0,Protein Coding
PCDH20,0,Protein Coding
PCDH7,1,Protein Coding
PCDH8,0,Protein Coding
PCDH8P1,0,Pseudogene
PCDH9,1,Protein Coding
PCDH9-AS3,0,lncRNA
PCDHA10,0,other
PCDHA11,0,other
PCDHA12,0,other
PCDHA13,0,other
PCDHA2,0,other
PCDHA3,0,other
PCDHA4,1,other
PCDHA5,1,other
PCDHA6,1,other
PCDHA7,0,other
PCDHA8,0,other
PCDHA9,0,other
PCDHAC1,1,other
PCDHAC2,1,other
PCDHB1,0,other
PCDHB10,0,other
PCDHB11,1,other
PCDHB12,1,other
PCDHB13,1,other
PCDHB14,1,other
PCDHB15,1,other
PCDHB16,1,other
PCDHB18P,0,Pseudogene
PCDHB2,0,other
PCDHB3,1,other
PCDHB4,1,other
PCDHB5,1,other
PCDHB6,1,other
PCDHB7,0,other
PCDHB8,0,other
PCDHB9,0,other
PCDHGA1,0,other
PCDHGA10,1,other
PCDHGA11,0,other
PCDHGA12,0,other
PCDHGA2,1,other
PCDHGA3,0,other
PCDHGA4,0,other
PCDHGA5,1,other
PCDHGA6,1,other
PCDHGA7,0,other
PCDHGA8,0,other
PCDHGA9,0,other
PCDHGB1,0,other
PCDHGB2,0,other
PCDHGB3,0,other
PCDHGB4,0,other
PCDHGB5,0,other
PCDHGB6,1,other
PCDHGB7,0,other
PCDHGB8P,0,Pseudogene
PCDHGC3,0,other
PCDHGC4,0,other
PCDHGC5,0,other
PCED1A,1,Protein Coding
PCED1B,0,Protein Coding
PCED1B-AS1,0,lncRNA
PCF11,1,Protein Coding
PCGEM1,0,lncRNA
PCGF1,1,TF
PCGF2,1,TF
PCGF3,1,TF
PCGF5,1,TF
PCGF6,1,TF
PCID2,0,Protein Coding
PCIF1,1,Protein Coding
PCK1,1,Protein Coding
PCK2,1,Protein Coding
PCLAF,1,Protein Coding
PCLO,1,Protein Coding
PCM1,1,Protein Coding
PCMT1,0,Protein Coding
PCMTD1,1,Protein Coding
PCMTD2,0,Protein Coding
PCNA,0,TF
PCNAP1,0,Pseudogene
PCNAP3,0,Pseudogene
PCNP,0,Protein Coding
PCNPP3,0,Pseudogene
PCNT,0,Protein Coding
PCNX1,1,Protein Coding
PCNX2,1,Protein Coding
PCNX3,1,Protein Coding
PCNX4,0,Protein Coding
PCOLCE,1,Protein Coding
PCOLCE2,1,Protein Coding
PCOLCE-AS1,1,lncRNA
PCOTH,0,lncRNA
PCP2,0,Protein Coding
PCP4,1,Protein Coding
PCP4L1,1,Protein Coding
PCSK1,1,Protein Coding
PCSK1N,1,Protein Coding
PCSK2,1,Protein Coding
PCSK4,0,Protein Coding
PCSK5,1,Protein Coding
PCSK6,1,TF
PCSK6-AS1,0,lncRNA
PCSK7,0,Protein Coding
PCSK9,1,Protein Coding
PCTP,0,Protein Coding
PCYOX1,1,Protein Coding
PCYOX1L,1,Protein Coding
PCYT1A,0,Protein Coding
PCYT1B,1,Protein Coding
PCYT2,1,Protein Coding
PDAP1,0,Protein Coding
PDC,0,Protein Coding
PDCD1,1,Protein Coding
PDCD10,0,Protein Coding
PDCD11,0,TF
PDCD1LG2,1,Protein Coding
PDCD2,0,Protein Coding
PDCD2L,1,Protein Coding
PDCD4,0,TF
PDCD4-AS1,1,lncRNA
PDCD5,0,Protein Coding
PDCD6,1,Protein Coding
PDCD6IP,0,Protein Coding
PDCD6IPP2,0,Pseudogene
PDCD7,0,Protein Coding
PDCL,0,Protein Coding
PDCL2,0,Protein Coding
PDCL3,0,Protein Coding
PDCL3P4,0,Pseudogene
PDE10A,1,Protein Coding
PDE11A,1,Protein Coding
PDE12,0,Protein Coding
PDE1A,1,Protein Coding
PDE1B,1,Protein Coding
PDE1C,1,Protein Coding
PDE2A,1,Protein Coding
PDE3A,1,Protein Coding
PDE3B,1,Protein Coding
PDE4A,1,Protein Coding
PDE4B,1,Protein Coding
PDE4C,1,Protein Coding
PDE4D,0,Protein Coding
PDE4DIP,1,Protein Coding
PDE5A,1,Protein Coding
PDE6A,0,Protein Coding
PDE6B,1,Protein Coding
PDE6C,0,Protein Coding
PDE6D,1,Protein Coding
PDE6G,1,Protein Coding
PDE6H,0,Protein Coding
PDE7A,0,Protein Coding
PDE7B,1,Protein Coding
PDE8A,1,TF
PDE8B,1,TF
PDE9A,1,Protein Coding
PDF,1,Protein Coding
PDGFA,1,Protein Coding
PDGFB,1,Protein Coding
PDGFC,1,Protein Coding
PDGFD,1,Protein Coding
PDGFRA,1,Protein Coding
PDGFRB,1,Protein Coding
PDGFRL,1,Protein Coding
PDHA1,1,Protein Coding
PDHA2,0,Protein Coding
PDHB,0,Protein Coding
PDHX,1,Protein Coding
PDIA2,1,Protein Coding
PDIA3,0,Protein Coding
PDIA3P1,0,Pseudogene
PDIA4,1,Protein Coding
PDIA5,1,Protein Coding
PDIA6,0,Protein Coding
PDIK1L,1,Protein Coding
PDILT,0,Protein Coding
PDK1,1,Protein Coding
PDK2,1,Protein Coding
PDK3,1,Protein Coding
PDK4,1,Protein Coding
PDLIM1,1,TF
PDLIM1P1,0,Pseudogene
PDLIM2,0,Protein Coding
PDLIM3,1,Protein Coding
PDLIM4,1,TF
PDLIM5,1,TF
PDLIM7,1,Protein Coding
PDP1,1,Protein Coding
PDP2,1,Protein Coding
PDPK1,1,Protein Coding
PDPN,1,Protein Coding
PDPR,0,Protein Coding
PDRG1,0,Protein Coding
PDS5A,0,Protein Coding
PDS5B,0,TF
PDSS1,1,Protein Coding
PDSS2,1,Protein Coding
PDX1,1,TF
PDXDC1,1,Protein Coding
PDXDC2P,0,Pseudogene
PDXK,0,Protein Coding
PDXP,1,Protein Coding
PDYN,0,Protein Coding
PDZD11,1,Protein Coding
PDZD2,1,Protein Coding
PDZD3,1,Protein Coding
PDZD4,1,Protein Coding
PDZD7,0,Protein Coding
PDZD8,1,Protein Coding
PDZD9,0,Protein Coding
PDZK1,1,Protein Coding
PDZK1IP1,1,Protein Coding
PDZPH1P,0,Pseudogene
PDZRN3,1,Protein Coding
PDZRN4,1,Protein Coding
PEA15,1,Protein Coding
PEAK1,1,Protein Coding
PEAK3,0,Protein Coding
PEAR1,1,Protein Coding
PEBP1,1,Protein Coding
PEBP1P2,0,Pseudogene
PEBP4,1,Protein Coding
PECAM1,1,Protein Coding
PECR,0,Protein Coding
PEDS1,0,Protein Coding
PEF1,0,Protein Coding
PEG10,1,Protein Coding
PEG13,0,lncRNA
PEG3,1,TF
PELATON,0,lncRNA
PELI1,1,Protein Coding
PELI2,1,Protein Coding
PELI3,1,Protein Coding
PELO,1,Protein Coding
PELP1,1,Protein Coding
PEMT,1,Protein Coding
PENK,1,Protein Coding
PEPD,0,Protein Coding
PER1,1,TF
PER2,0,TF
PER3,1,TF
PERM1,1,Protein Coding
PERP,1,Protein Coding
PES1,0,Protein Coding
PET100,1,Protein Coding
PET117,1,Protein Coding
PEX1,1,Protein Coding
PEX10,1,Protein Coding
PEX11A,1,Protein Coding
PEX11B,1,Protein Coding
PEX11G,0,Protein Coding
PEX12,1,Protein Coding
PEX13,0,Protein Coding
PEX14,1,TF
PEX16,1,Protein Coding
PEX19,0,Protein Coding
PEX2,1,Protein Coding
PEX26,0,Protein Coding
PEX3,1,Protein Coding
PEX5,1,Protein Coding
PEX5L,1,Protein Coding
PEX5L-AS2,0,lncRNA
PEX6,1,Protein Coding
PEX7,1,Protein Coding
PF4,1,Protein Coding
PF4V1,1,Protein Coding
PFAS,1,Protein Coding
PFDN1,0,TF
PFDN2,0,Protein Coding
PFDN4,1,Protein Coding
PFDN5,1,TF
PFDN6,0,Protein Coding
PFKFB1,0,Protein Coding
PFKFB2,1,Protein Coding
PFKFB3,1,Protein Coding
PFKFB4,1,Protein Coding
PFKL,0,Protein Coding
PFKM,0,Protein Coding
PFKP,1,Protein Coding
PFN1,0,TF
PFN1P1,0,Pseudogene
PFN1P2,0,Pseudogene
PFN2,1,Protein Coding
PFN3,0,Protein Coding
PFN4,0,Protein Coding
PGA3,0,Protein Coding
PGA4,0,Protein Coding
PGA5,0,Protein Coding
PGAM1,0,Protein Coding
PGAM1P10,0,Pseudogene
PGAM1P11,0,Pseudogene
PGAM1P3,0,Pseudogene
PGAM1P4,0,Pseudogene
PGAM1P5,0,Pseudogene
PGAM4,1,Protein Coding
PGAM5,0,Protein Coding
PGAM5P1,0,Pseudogene
PGAP1,1,Protein Coding
PGAP2,0,Protein Coding
PGAP3,0,Protein Coding
PGAP4,0,Protein Coding
PGAP6,0,Protein Coding
PGBD1,1,TF
PGBD2,1,Protein Coding
PGBD4,0,Protein Coding
PGBD5,0,Protein Coding
PGC,1,Protein Coding
PGD,1,Protein Coding
PGF,1,Protein Coding
PGGHG,1,Protein Coding
PGGT1B,1,Protein Coding
PGGT1BP1,0,Pseudogene
PGK1,0,Protein Coding
PGK1P2,0,Pseudogene
PGK2,0,Protein Coding
PGLS,1,Protein Coding
PGLYRP1,1,Protein Coding
PGLYRP2,1,Protein Coding
PGLYRP3,0,Protein Coding
PGLYRP4,1,Protein Coding
PGM1,1,Protein Coding
PGM2,1,Protein Coding
PGM2L1,1,Protein Coding
PGM3,1,Protein Coding
PGM5,1,Protein Coding
PGM5P2,0,Pseudogene
PGM5P4-AS1,0,lncRNA
PGP,1,Protein Coding
PGPEP1,1,Protein Coding
PGPEP1L,0,Protein Coding
PGR,1,TF
PGRMC1,0,Protein Coding
PGRMC2,0,Protein Coding
PGS1,1,Protein Coding
PHACTR1,1,Protein Coding
PHACTR2,1,Protein Coding
PHACTR2P1,0,Pseudogene
PHACTR3,1,Protein Coding
PHACTR4,0,Protein Coding
PHAX,1,Protein Coding
PHB2,0,TF
PHC1,1,TF
PHC1P1,0,Pseudogene
PHC2,1,Protein Coding
PHC3,1,Protein Coding
PHETA1,0,Protein Coding
PHETA2,0,Protein Coding
PHEX,1,Protein Coding
PHEX-AS1,0,lncRNA
PHF1,1,TF
PHF10,1,TF
PHF11,0,TF
PHF12,1,TF
PHF13,1,TF
PHF14,0,TF
PHF19,1,TF
PHF2,1,TF
PHF20,1,TF
PHF20L1,1,Protein Coding
PHF21A,1,TF
PHF21B,0,TF
PHF23,1,TF
PHF24,0,Protein Coding
PHF3,0,TF
PHF5A,0,TF
PHF6,0,TF
PHF7,1,TF
PHF8,0,TF
PHGDH,1,Protein Coding
PHGR1,1,Protein Coding
PHIP,1,Protein Coding
PHKA1,1,Protein Coding
PHKA2,0,Protein Coding
PHKA2-AS1,0,lncRNA
PHKB,1,Protein Coding
PHKBP2,0,Pseudogene
PHKG1,1,Protein Coding
PHKG1P2,0,Pseudogene
PHKG2,0,Protein Coding
PHLDA1,1,Protein Coding
PHLDA2,1,Protein Coding
PHLDA3,1,Protein Coding
PHLDB1,1,Protein Coding
PHLDB2,1,Protein Coding
PHLDB3,0,Protein Coding
PHLPP1,1,Protein Coding
PHLPP2,0,Protein Coding
PHOSPHO1,1,Protein Coding
PHOSPHO2,1,Protein Coding
PHOX2A,0,TF
PHOX2B,0,TF
PHPT1,1,Protein Coding
PHRF1,1,TF
PHTF1,0,TF
PHTF2,0,Protein Coding
PHYH,1,Protein Coding
PHYHD1,1,Protein Coding
PHYHIP,1,Protein Coding
PHYHIPL,0,Protein Coding
PHYKPL,1,Protein Coding
PI15,0,Protein Coding
PI16,0,Protein Coding
PI3,1,Protein Coding
PI4K2A,1,Protein Coding
PI4K2B,1,Protein Coding
PI4KA,1,Protein Coding
PI4KAP1,0,Pseudogene
PI4KAP2,0,Pseudogene
PI4KB,0,Protein Coding
PIANP,0,Protein Coding
PIAS1,1,TF
PIAS2,0,TF
PIAS3,1,TF
PIAS4,1,TF
PIBF1,1,Protein Coding
PICALM,1,TF
PICK1,1,Protein Coding
PICSAR,0,lncRNA
PID1,1,Protein Coding
PIDD1,1,Protein Coding
PIEZO1,1,Protein Coding
PIEZO2,1,Protein Coding
PIF1,0,Protein Coding
PIFO,0,Protein Coding
PIGA,1,Protein Coding
PIGB,0,Protein Coding
PIGBOS1,0,Protein Coding
PIGC,1,Protein Coding
PIGCP1,0,Pseudogene
PIGF,1,Protein Coding
PIGG,0,Protein Coding
PIGH,0,Protein Coding
PIGK,1,Protein Coding
PIGL,0,Protein Coding
PIGM,0,Protein Coding
PIGN,0,Protein Coding
PIGO,1,Protein Coding
PIGP,0,Protein Coding
PIGQ,1,Protein Coding
PIGR,1,Protein Coding
PIGS,1,Protein Coding
PIGT,1,Protein Coding
PIGU,1,Protein Coding
PIGUP1,0,Pseudogene
PIGV,1,Protein Coding
PIGW,0,Protein Coding
PIGX,1,Protein Coding
PIGZ,1,Protein Coding
PIH1D1,0,Protein Coding
PIH1D2,0,Protein Coding
PIK3AP1,1,Protein Coding
PIK3C2A,1,Protein Coding
PIK3C2B,1,Protein Coding
PIK3C2G,1,Protein Coding
PIK3C3,0,Protein Coding
PIK3CA,1,Protein Coding
PIK3CB,1,Protein Coding
PIK3CD,1,Protein Coding
PIK3CD-AS1,1,lncRNA
PIK3CD-AS2,1,lncRNA
PIK3CG,1,Protein Coding
PIK3IP1,1,Protein Coding
PIK3R1,1,Protein Coding
PIK3R2,1,Protein Coding
PIK3R3,1,Protein Coding
PIK3R4,1,Protein Coding
PIK3R5,1,Protein Coding
PIK3R6,1,Protein Coding
PIKFYVE,1,TF
PILRA,1,Protein Coding
PILRB,1,Protein Coding
PIM1,1,TF
PIM2,1,Protein Coding
PIM3,1,Protein Coding
PIMREG,0,Protein Coding
PIN1,1,Protein Coding
PIN1P1,0,Pseudogene
PIN4,0,Protein Coding
PINK1,1,Protein Coding
PINK1-AS,1,lncRNA
PINLYP,0,Protein Coding
PINX1,1,Protein Coding
PIP,1,Protein Coding
PIP4K2A,1,Protein Coding
PIP4K2B,0,Protein Coding
PIP4K2C,1,Protein Coding
PIP4P1,0,Protein Coding
PIP4P2,0,Protein Coding
PIP5K1A,1,Protein Coding
PIP5K1B,1,Protein Coding
PIP5K1C,1,Protein Coding
PIP5K1P1,0,Pseudogene
PIP5KL1,1,Protein Coding
PIPOX,0,Protein Coding
PIPSL,0,Pseudogene
PIR,1,TF
PIRT,0,Protein Coding
PISD,1,Protein Coding
PITHD1,1,Protein Coding
PITPNA,0,Protein Coding
PITPNA-AS1,1,lncRNA
PITPNB,0,Protein Coding
PITPNC1,1,Protein Coding
PITPNM1,0,Protein Coding
PITPNM2,1,Protein Coding
PITPNM3,1,Protein Coding
PITRM1,0,Protein Coding
PITRM1-AS1,0,lncRNA
PITX1,1,TF
PITX2,0,TF
PITX3,0,TF
PIWIL1,1,Protein Coding
PIWIL2,0,Protein Coding
PIWIL3,0,Protein Coding
PIWIL4,1,Protein Coding
PJA1,1,Protein Coding
PJA2,1,Protein Coding
PJVK,0,Protein Coding
PKD1,1,Protein Coding
PKD1L1,1,Protein Coding
PKD1L2,0,Protein Coding
PKD1L3,0,Protein Coding
PKD1P1,0,Pseudogene
PKD1P5,0,Pseudogene
PKD1P6,0,Pseudogene
PKD2,0,Protein Coding
PKD2L1,0,Protein Coding
PKD2L2,0,Protein Coding
PKDCC,0,Protein Coding
PKDREJ,0,Protein Coding
PKHD1,1,TF
PKHD1L1,1,TF
PKIA,1,Protein Coding
PKIA-AS1,0,lncRNA
PKIB,0,Protein Coding
PKIG,1,Protein Coding
PKLR,1,Protein Coding
PKM,1,Protein Coding
PKMP1,0,Pseudogene
PKMP2,0,Pseudogene
PKMP4,0,Pseudogene
PKMP5,0,Pseudogene
PKMYT1,0,Protein Coding
PKN1,0,TF
PKN2,1,Protein Coding
PKN2-AS1,0,lncRNA
PKN3,1,Protein Coding
PKNOX1,1,TF
PKNOX2,1,TF
PKP1,1,Protein Coding
PKP2,1,Protein Coding
PKP3,1,Protein Coding
PKP4,1,Protein Coding
PKP4P1,0,Pseudogene
PLA1A,1,Protein Coding
PLA2G10,1,Protein Coding
PLA2G12A,1,Protein Coding
PLA2G12B,0,Protein Coding
PLA2G15,1,Protein Coding
PLA2G1B,1,Protein Coding
PLA2G2A,0,Protein Coding
PLA2G2C,0,Protein Coding
PLA2G2D,1,Protein Coding
PLA2G2E,0,Protein Coding
PLA2G2F,0,Protein Coding
PLA2G3,0,Protein Coding
PLA2G4A,1,Protein Coding
PLA2G4B,1,Protein Coding
PLA2G4C,1,Protein Coding
PLA2G4C-AS1,0,lncRNA
PLA2G4D,0,Protein Coding
PLA2G4E,0,Protein Coding
PLA2G4E-AS1,0,lncRNA
PLA2G4F,1,Protein Coding
PLA2G5,0,Protein Coding
PLA2G6,1,Protein Coding
PLA2G7,1,Protein Coding
PLA2R1,1,Protein Coding
PLAA,1,Protein Coding
PLAAT1,0,Protein Coding
PLAAT2,0,Protein Coding
PLAAT3,0,Protein Coding
PLAAT4,0,Protein Coding
PLAAT5,0,Protein Coding
PLAC1,1,Protein Coding
PLAC4,0,lncRNA
PLAC8,1,Protein Coding
PLAC8L1,0,Protein Coding
PLAC9,1,Protein Coding
PLAG1,1,TF
PLAGL1,1,TF
PLAGL2,1,TF
PLAT,1,Protein Coding
PLAU,1,Protein Coding
PLAUR,1,Protein Coding
PLB1,1,Protein Coding
PLBD1,1,Protein Coding
PLBD2,1,Protein Coding
PLCB1,0,Protein Coding
PLCB1-IT1,0,lncRNA
PLCB2,1,Protein Coding
PLCB2-AS1,1,lncRNA
PLCB3,0,Protein Coding
PLCB4,1,Protein Coding
PLCD1,0,Protein Coding
PLCD3,1,Protein Coding
PLCD4,1,Protein Coding
PLCE1,1,Protein Coding
PLCE1-AS2,0,lncRNA
PLCG1,1,Protein Coding
PLCG1-AS1,1,lncRNA
PLCG2,1,Protein Coding
PLCH1,1,Protein Coding
PLCH2,1,Protein Coding
PLCL1,1,Protein Coding
PLCL2,1,Protein Coding
PLCXD1,1,Protein Coding
PLCXD2,1,Protein Coding
PLCXD3,1,Protein Coding
PLCZ1,0,Protein Coding
PLD1,0,Protein Coding
PLD2,1,Protein Coding
PLD3,1,Protein Coding
PLD4,1,Protein Coding
PLD5,1,Protein Coding
PLD6,0,Protein Coding
PLEC,1,Protein Coding
PLEK,1,TF
PLEK2,1,TF
PLEKHA1,1,Protein Coding
PLEKHA2,1,Protein Coding
PLEKHA3,0,Protein Coding
PLEKHA4,1,TF
PLEKHA5,1,Protein Coding
PLEKHA6,1,Protein Coding
PLEKHA7,1,Protein Coding
PLEKHA8,1,Protein Coding
PLEKHA8P1,0,Pseudogene
PLEKHB1,1,Protein Coding
PLEKHB2,0,Protein Coding
PLEKHD1,0,Protein Coding
PLEKHF1,1,Protein Coding
PLEKHF2,0,Protein Coding
PLEKHG1,1,Protein Coding
PLEKHG2,1,Protein Coding
PLEKHG3,1,Protein Coding
PLEKHG4,0,Protein Coding
PLEKHG4B,0,Protein Coding
PLEKHG5,1,Protein Coding
PLEKHG6,1,Protein Coding
PLEKHG7,1,Protein Coding
PLEKHH1,0,Protein Coding
PLEKHH2,1,Protein Coding
PLEKHH3,1,Protein Coding
PLEKHJ1,1,Protein Coding
PLEKHM1,1,Protein Coding
PLEKHM1P1,0,Pseudogene
PLEKHM2,1,Protein Coding
PLEKHM3,1,Protein Coding
PLEKHN1,1,Protein Coding
PLEKHO1,1,Protein Coding
PLEKHO2,1,Protein Coding
PLEKHS1,1,Protein Coding
PLET1,0,Protein Coding
PLG,0,Protein Coding
PLGLA,0,Pseudogene
PLGRKT,1,Protein Coding
PLIN1,1,Protein Coding
PLIN2,1,Protein Coding
PLIN3,0,Protein Coding
PLIN4,0,Protein Coding
PLIN5,0,Protein Coding
PLK1,1,Protein Coding
PLK2,0,Protein Coding
PLK3,1,Protein Coding
PLK4,1,Protein Coding
PLK5,0,Protein Coding
PLLP,1,Protein Coding
PLN,1,Protein Coding
PLOD1,1,Protein Coding
PLOD2,1,Protein Coding
PLOD3,0,Protein Coding
PLP1,1,Protein Coding
PLP2,0,Protein Coding
PLPBP,0,Protein Coding
PLPP1,1,Protein Coding
PLPP2,1,Protein Coding
PLPP3,1,Protein Coding
PLPP4,1,Protein Coding
PLPP5,0,Protein Coding
PLPP6,1,Protein Coding
PLPP7,1,Protein Coding
PLPPR1,0,Protein Coding
PLPPR2,1,Protein Coding
PLPPR3,0,Protein Coding
PLPPR4,0,Protein Coding
PLPPR5,0,Protein Coding
PLRG1,1,TF
PLS1,1,Protein Coding
PLS1-AS1,0,lncRNA
PLS3,1,Protein Coding
PLS3-AS1,1,lncRNA
PLSCR1,0,TF
PLSCR2,1,Protein Coding
PLSCR3,1,Protein Coding
PLSCR4,1,Protein Coding
PLSCR5,0,Protein Coding
PLTP,1,Protein Coding
PLVAP,1,Protein Coding
PLXDC1,1,Protein Coding
PLXDC2,1,Protein Coding
PLXNA1,1,TF
PLXNA2,1,TF
PLXNA3,0,TF
PLXNA4,0,Protein Coding
PLXNB1,1,TF
PLXNB2,1,TF
PLXNB3,1,TF
PLXNC1,1,TF
PLXND1,1,TF
PM20D1,0,Protein Coding
PM20D2,1,Protein Coding
PMAIP1,1,Protein Coding
PMCHL1,0,Pseudogene
PMCHL2,0,Pseudogene
PMEL,0,Protein Coding
PMEPA1,1,Protein Coding
PMF1,1,TF
PMF1-BGLAP,1,TF
PMFBP1,1,Protein Coding
PML,0,TF
PMM1,1,Protein Coding
PMM2,1,Protein Coding
PMP2,1,Protein Coding
PMP22,1,Protein Coding
PMPCA,1,Protein Coding
PMPCAP1,0,Pseudogene
PMPCB,0,Protein Coding
PMS1,1,TF
PMS2,1,Protein Coding
PMS2CL,0,Pseudogene
PMS2P1,0,Pseudogene
PMS2P2,0,Pseudogene
PMS2P4,0,Pseudogene
PMVK,1,Protein Coding
PNCK,0,Protein Coding
PNISR,1,Protein Coding
PNKD,0,Protein Coding
PNKP,1,Protein Coding
PNLDC1,0,Protein Coding
PNLIP,1,Protein Coding
PNLIPRP1,1,Protein Coding
PNLIPRP2,0,Protein Coding
PNLIPRP3,0,Protein Coding
PNMA1,1,Protein Coding
PNMA2,1,Protein Coding
PNMA3,0,Protein Coding
PNMA5,1,Protein Coding
PNMA6A,1,Protein Coding
PNMA6B,0,Pseudogene
PNMA8A,0,Protein Coding
PNMA8B,0,Protein Coding
PNMT,0,Protein Coding
PNN,0,TF
PNO1,1,Protein Coding
PNOC,1,Protein Coding
PNP,1,Protein Coding
PNPLA1,1,Protein Coding
PNPLA2,1,Protein Coding
PNPLA3,1,Protein Coding
PNPLA4,1,Protein Coding
PNPLA5,0,Protein Coding
PNPLA6,1,Protein Coding
PNPLA7,0,Protein Coding
PNPLA8,1,Protein Coding
PNPO,0,Protein Coding
PNPT1,1,Protein Coding
PNPT1P2,0,Pseudogene
PNRC1,1,TF
PNRC2,1,Protein Coding
POC1A,1,Protein Coding
POC1B,1,Protein Coding
POC1B-AS1,1,lncRNA
POC1B-GALNT4,0,other
POC5,1,Protein Coding
PODN,1,Protein Coding
PODNL1,1,Protein Coding
PODXL,1,Protein Coding
PODXL2,1,Protein Coding
POF1B,1,Protein Coding
POFUT1,1,TF
POFUT2,1,Protein Coding
POGK,1,TF
POGLUT1,1,Protein Coding
POGLUT2,0,Protein Coding
POGLUT3,0,Protein Coding
POGZ,0,TF
POLA1,0,Protein Coding
POLA2,1,Protein Coding
POLB,1,Protein Coding
POLD1,1,Protein Coding
POLD2,1,Protein Coding
POLD2P1,0,Pseudogene
POLD3,1,Protein Coding
POLD4,1,Protein Coding
POLDIP2,0,Protein Coding
POLDIP3,1,Protein Coding
POLE,1,Protein Coding
POLE2,1,Protein Coding
POLE3,0,TF
POLE4,0,TF
POLG,1,Protein Coding
POLG2,1,Protein Coding
POLH,1,Protein Coding
POLH-AS1,0,lncRNA
POLI,1,Protein Coding
POLK,1,Protein Coding
POLL,0,Protein Coding
POLM,0,Protein Coding
POLN,0,Protein Coding
POLQ,1,Protein Coding
POLR1A,1,TF
